X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,W,Y
26,86,5,5,1,0.43,-0.91,0.73,1.41,-0.07,0.22,-0.83,-0.53,1.29,0.02,0.27,1.9,0.08,0.13,-0.46,1,56.9613444517818
41,91,4,5,1,-0.06,0.91,0.6,1.75,0.43,-0.37,-1.01,0.1,-0.82,0.71,-1.22,-1.01,1.06,0.94,1.4,1,50.8188754024032
30,84,3,3,1,-0.52,2.07,-1.54,0.26,-1.59,-0.09,-1.39,-2.34,-0.79,0.67,0.15,0.37,0.07,-1.54,0.28,1,50.7944981526468
66,74,3,1,2,-1.01,0.17,-0.2,0.83,1.13,-0.61,1.72,0.21,2.66,-0.12,-1.91,-0.19,0.15,0.73,-0.03,1,59.9974270349168
38,81,4,5,1,-0.18,-0.88,-0.05,0.23,-1.14,0.69,-0.66,-1.07,0.36,0.31,-0.66,-0.11,0.06,-0.63,1.13,1,56.1379633250694
34,88,3,1,1,-0.58,1.69,-0.4,-0.77,0.19,1.55,0,0.53,1.39,0.35,-0.26,0.42,0.88,0.93,0.76,0,53.0937763741976
43,98,4,1,2,-0.99,-1.19,1.08,1.38,-0.93,0,-0.06,0.38,-0.71,-1.11,0.15,0.94,0.55,-0.23,0.39,1,69.3399001152953
50,71,3,5,1,-1.76,1.12,-1.1,0.92,0.39,-0.75,0.09,-0.13,0.04,1.18,0.44,-0.46,1.18,0.07,-0.91,1,54.6508686746105
46,56,2,2,3,0.82,1.08,-0.16,0.46,-0.17,0.12,-1.28,-1.26,0.24,0.35,-1.66,2.21,-2.18,-0.47,0.1,1,49.1649112175199
34,91,3,1,2,-0.8,-1.18,0.03,-0.15,2.07,-0.57,-0.34,3.18,0.17,-0.63,0.73,-0.51,0.1,1.51,0.7,1,58.1154610626422
62,70,5,2,1,0.35,1.26,0.73,0.48,-0.14,-0.33,1.78,-0.23,-0.59,0.52,-0.56,-0.4,-0.66,0.28,0.68,1,60.7752785531067
28,95,5,3,2,-2.44,-0.66,-1.51,-0.1,-0.19,0.26,1.45,0.35,0.96,-1,0.68,0.73,0.32,-2.09,-0.1,1,47.1558572794052
68,66,3,4,2,-0.81,0.54,0.97,-0.13,1.18,0.08,-0.87,1.31,0.66,0.94,0.33,-0.61,-1.01,1.42,0.7,0,57.7971720383639
27,94,3,2,1,-0.02,-0.51,-1.08,-0.09,-0.55,-0.8,0.72,-1.01,0.16,1.43,0.41,-0.53,-1.06,-0.16,1.77,1,50.8205126752149
64,86,3,2,3,-2.14,0.31,-0.74,-2.15,1.49,0.85,1.75,-0.27,-1.14,1.7,-0.94,1.35,-0.06,1.48,0.88,1,61.433199678294
67,74,4,5,1,-1.86,0.17,0.06,-0.66,-0.04,-1.37,0.93,1.76,0.39,-0.3,0.43,1.95,0.11,1.45,0.02,1,55.9430105725301
56,71,2,5,2,-0.3,2.22,-1.48,-0.98,1.28,-0.22,0.55,0.2,0.57,0.55,-1.08,1.24,-1.39,0.87,0.26,1,56.0513496050587
57,85,5,4,3,1.1,-0.87,0.6,0.35,-2,0.63,-0.19,-1.64,-1.39,0.2,-1.48,0.34,-0.91,-0.68,1.52,1,63.0407486633364
70,92,2,4,2,1.67,0.26,0.81,1.48,-1.25,0.71,-0.54,-0.71,1.21,-1.36,1.05,0.69,-0.74,0.43,-1.24,1,60.1556458701768
63,76,4,1,2,0.43,-1.96,0.1,0.31,-0.61,0.08,0.89,1.06,0.97,-0.66,1.18,1.36,-0.29,1.04,0.53,1,64.2513048590541
72,70,4,1,1,0.46,0.05,-0.26,-0.17,1.3,1.86,0.43,-0.98,-1.14,-1.96,1.68,0.14,0.22,-0.27,-0.04,1,55.7488897824626
49,94,4,1,2,-0.53,0.16,-0.35,0.44,-0.06,-0.19,0.24,0.81,-1.85,1.93,0.14,-0.59,1.49,0.68,-0.74,1,59.4773831476104
72,82,3,4,2,-0.35,0.07,0.65,0.35,-0.17,0.78,1,1.6,-0.14,0.54,-0.41,-0.56,-1.21,0.38,0.9,1,61.2134793427656
72,65,2,4,1,0.39,-1.31,-1.42,0.84,-0.2,-0.73,1.08,-0.36,-0.31,0.17,-0.86,0.98,2.03,0.45,-1.11,0,67.1974844343194
48,88,5,5,3,-0.48,1.38,-0.29,-1.47,0.73,0.15,0.14,0.89,-1.21,-0.44,0.44,-0.05,0.76,-0.12,-1.11,0,42.3572168086145
57,88,4,3,2,-0.96,0.9,0.68,-1.02,0.33,1.05,0.68,-0.81,-0.13,0.11,0.27,1.51,0.59,-0.46,0.48,1,65.8935721398935
61,76,4,4,2,-0.28,0.07,1.52,1.22,-0.28,-0.14,-0.72,-0.18,0.26,-2.37,-0.01,-1.29,0.44,-0.08,0.06,1,53.1600309113676
61,87,3,4,2,-0.08,1.42,-0.85,-0.96,0.33,0.09,-0.11,-0.26,-0.02,-0.28,-0.87,0.33,0.37,0.64,-0.55,1,58.8336844039982
28,80,4,2,3,-1.2,-1.48,-1.43,2.03,-1.12,-0.89,0.74,0.09,-0.99,-1.33,-0.64,0.26,-0.34,0.58,0.99,1,49.5760043435758
60,91,3,2,3,-1.07,0.03,0.66,1.13,0.09,0.53,2.05,1.4,0.88,-0.52,-2.6,-1.18,2.11,-0.37,1.52,1,57.0220516409465
70,63,2,1,2,0.18,-0.84,-0.52,-1.17,0.6,-0.44,1.39,-0.45,-0.6,0.08,-0.12,-0.07,-1.31,0.53,0.06,1,48.5236448756465
31,99,5,5,3,1.75,0.55,0.11,-0.31,0.89,1.08,0.42,0.75,-0.57,2.42,0.42,1.3,0.53,-1.3,1.43,1,59.2789428985112
38,77,3,1,1,0.35,0.43,0.7,1.25,0.64,-0.68,0.52,-1.4,1.43,-0.71,1.38,-1.03,-1.38,1.82,-0.55,1,54.7662081787047
61,68,3,5,2,1.44,0,0.32,-0.31,-0.79,-0.88,2.51,-0.44,0.83,0.49,-0.69,-0.35,-0.17,-1.54,-0.48,1,49.7743635751415
65,78,2,4,1,0.17,-0.4,-0.5,-1.64,-0.64,-0.76,-2.2,0.92,1.71,-1.84,-0.7,1.82,1.44,-1.49,-2.1,1,68.2368476226585
33,83,2,5,2,-0.62,-0.86,0.82,0.71,0.99,0.46,0.57,-0.18,1.27,0.26,1.08,0.29,-0.84,-1.43,0.23,1,54.1440230876563
35,86,4,3,1,0.61,-0.07,-0.61,0.1,0.53,0.11,0.03,-1.02,-1.03,0.46,0.07,-0.36,0.73,0.17,0.6,1,53.3815311328751
46,92,2,4,1,0.61,1.4,1.2,0.45,0.27,-0.89,1.23,-1.47,-0.11,1.39,-0.14,-0.59,0.95,0.93,-1.03,1,60.0583280941637
46,80,3,4,2,1.44,1.75,-1.99,0.7,0.43,2.59,-0.58,-0.1,-1.29,1.16,1.02,1.55,0.7,-0.11,-0.9,1,59.3039932383584
33,63,4,3,1,-3.09,0.19,1.91,1.28,-0.25,1.58,-0.98,1.43,1.31,-0.45,-2.32,0.3,0.06,0.08,1.01,1,46.1521825196422
67,74,4,1,1,0.82,-0.53,0.22,0.22,-0.83,0.69,-2.16,0.91,1.24,0.21,0.52,-0.89,1.55,-1.58,-1.74,1,64.9095177917483
53,95,3,4,2,-1.01,1.61,-0.63,-1.36,1.42,0.44,0.66,-0.78,0.31,2.2,-0.68,0.95,-0.74,0.85,0.57,1,59.3975552065657
56,90,3,1,3,0.16,1.39,-0.58,-1.29,0.53,2.3,-1.55,1.36,-0.88,0.35,-0.53,1.34,0.63,-0.33,0.6,1,59.640072935834
31,80,3,3,2,-0.42,0.81,-2.09,0.98,0.06,0.33,0.4,-0.43,0.53,0.6,2.24,0.65,-1.39,1.9,-1.44,1,49.3876477476595
54,70,3,2,2,0.09,0.86,-0.54,0.38,-0.95,0,-2.24,0.14,-1.67,-1.63,-0.93,0.83,0.27,-0.27,0.12,1,50.2315472648121
72,88,4,5,3,-0.52,2.22,-1.8,0.78,-1.77,0.7,-0.6,-0.95,-0.3,-0.08,-0.56,1.41,1.2,1.56,0.89,1,70.8504595313948
27,80,3,4,3,2.67,0.25,1.84,0.17,1.71,-0.4,0.68,-1.35,0.45,0.78,1.18,0.93,-0.17,2.15,0.73,0,48.0823696312619
31,77,3,4,1,1.69,0.02,0.24,1.47,-0.49,0.69,-0.91,-0.3,-0.24,-0.56,0.07,0.69,0.59,0.53,0.45,1,49.5919833794989
57,87,5,4,2,-0.98,0.59,1.36,1.39,-1.71,1.81,-0.4,0.94,-1.3,1.36,1.39,-0.97,2.43,0.29,0,1,60.253878911376
68,72,3,5,2,-1.91,1.13,0.61,-0.51,-1.59,-1.01,-0.49,0.71,0.49,-0.12,1.23,0.18,0.96,-0.03,1.76,1,64.6189279942
42,95,4,4,3,1.44,-2.09,-0.12,-0.24,0.35,0.85,0.36,1.3,-1.49,0.55,-0.35,-0.78,-0.59,-0.96,1.76,1,48.2751037765414
63,77,4,2,1,0.02,0.21,0.75,2.28,0.44,-1.62,2.2,0.32,-1.74,0.68,-1.98,-0.17,0.02,-0.07,0.1,1,69.5486695589032
51,97,3,5,3,-1.09,-1.44,-1.36,0.14,-2.06,-1.21,-1.52,-0.46,0.16,-0.72,0.72,-0.16,-0.84,-0.33,1.45,1,65.1573304637171
59,89,3,4,1,-0.96,-0.13,1.03,0.75,-0.29,-0.33,-1.09,-1.58,0.75,1.15,-0.98,-0.82,-0.01,1.67,-0.21,1,61.5603167283846
62,91,3,5,1,-0.61,-0.29,0.44,1.91,-0.46,-0.06,-0.17,-1.17,1.29,0.33,0.58,0.45,0.15,-0.1,-0.17,1,64.2155703134857
64,67,4,3,1,-1.18,0.27,-0.95,0.47,0.36,-0.7,0.81,0.02,0.23,0.3,0.49,0.09,0.66,0.08,0.86,1,66.4302870105351
49,75,4,1,2,0.51,1.39,-0.06,-1.28,1.53,1.36,-1.19,-0.35,-0.93,1.17,0.59,0.02,-0.35,0.81,1.5,1,59.5558477390024
44,86,3,3,1,1.8,-1.64,-1.08,0.17,0.45,-1.08,0.94,-0.64,0.45,-0.05,0.2,-0.12,1.88,-1.6,-0.55,1,58.8250482258979
39,90,4,2,2,-2.32,-0.32,1.44,-0.13,0.11,0.19,-0.49,1.06,-1.09,-0.24,0.61,0.24,0.22,1.02,0.83,1,54.7445916175581
44,84,4,2,1,-0.98,-0.8,1.85,-1.91,-0.78,1.51,-0.59,0.26,0.74,-0.13,0.61,1.02,0.13,0.03,-0.46,1,54.8333366100856
74,87,4,3,2,-0.27,0.4,0.56,-0.28,-1.16,-0.01,-0.46,0.71,-0.69,0.2,-1.28,-0.68,1.28,-1.35,-1.15,0,68.6244873158898
35,89,3,3,1,1.04,0.06,0.04,2.77,0.31,-1.34,-0.42,0.42,0,0.24,-1.2,0.44,1.09,0.8,-0.37,1,54.9688191283916
30,84,4,3,3,1.01,1.25,0.14,0.06,-1.84,0.35,0.79,0.3,-0.27,0.49,-0.2,-0.42,-0.54,0.66,0.05,1,46.5188065844007
71,65,5,3,2,-3,0.11,1.39,0.02,0.01,0.66,0.2,-1.57,0.4,-0.96,2.78,1.26,-0.24,-0.24,1.06,1,64.8853388421041
67,70,5,4,2,-2.91,1.61,2.25,-1.31,-2.29,1.29,0.52,1.99,1.96,-0.51,0.65,0.58,-0.13,-0.16,0.8,1,57.2520218765885
56,85,3,5,3,0.36,-0.09,1.32,0.82,1.31,1.44,-0.55,-2.06,-0.31,1.81,0.89,1.15,0.21,0.04,0.88,1,55.2859110145489
35,66,3,1,3,-1.69,-1.1,1.02,1.76,-0.41,-0.61,0.77,1.13,0.14,0.71,-0.32,0.64,1.12,-0.64,-0.8,0,47.7603962699887
39,80,3,4,1,-0.05,-0.64,-0.26,-0.33,0.56,-1.13,0.73,-1.79,-1.63,3.64,-1.06,-0.71,0.49,-0.49,-1.69,1,46.9563914009528
27,89,4,4,3,-1.36,-0.71,-0.13,1.28,0.18,0.56,-0.34,0.37,1.56,1.11,0.32,-1.02,-0.47,-0.45,1.62,1,53.3416967623992
65,92,3,1,1,-1.06,2.25,0.47,-0.13,-1.95,-0.04,1.8,0.31,0.25,-0.25,2.59,0.42,-0.68,-0.13,-0.62,1,65.3272081777499
59,75,3,5,2,1.18,0.52,1.12,-0.58,0.02,-0.13,1.29,0.22,0.91,1.69,0.81,-1.31,0.13,0.78,-1.36,1,54.7161520979771
52,78,2,3,2,0.48,-0.24,0.47,-0.88,-0.34,-1.08,-0.45,-1.75,2.82,-0.01,-0.15,-0.64,-1.08,0.25,0.67,1,52.2886357643043
33,98,3,1,2,1.43,0.74,2.57,-0.38,0.59,-0.22,1.32,-1.26,-0.71,-1.65,-0.55,0.24,1.03,0.61,1.26,0,61.5294255878615
38,99,4,5,1,0.09,0.67,1.16,-0.56,-0.21,-0.88,2.89,1.35,0.32,-0.33,-1.89,-2,0.85,0.09,-0.13,1,62.7339613893402
29,92,4,2,2,-1.12,-0.13,-0.19,1.09,0.09,0.24,-3.88,-1.19,-1.03,0.45,-0.48,0.45,-1.31,1.49,2.19,1,60.47689946799
44,91,4,1,2,-0.45,1.47,0.26,-0.81,1.84,1.04,-0.54,-0.89,-2.23,-1.94,0.67,-0.22,0.63,0.33,2.34,1,60.3435502187686
58,80,4,2,1,-0.3,1.06,-0.77,-0.71,-0.53,0.38,0.95,-1.07,-0.43,0.55,-0.06,0.48,1,-0.65,0.75,1,66.5971645045778
31,68,4,4,1,1.47,-0.25,-1.31,0.99,0.76,0.28,-0.31,-0.64,0.54,-0.25,-0.79,1.03,1.42,-0.27,0.38,1,44.9233510359503
41,68,5,2,1,2.56,0.57,-1.15,2.42,1.03,0.37,-1.42,1.35,-0.14,-0.21,1.26,0.12,-0.75,-0.85,1.72,1,50.820372060834
48,69,4,2,3,-0.69,-1.08,2.27,-1.11,-0.11,-2.35,0.94,-1.47,-1.42,1.04,-1.71,0.18,1.09,-1.46,-0.88,0,48.0470558771308
55,92,4,3,3,-0.48,0.75,0.78,-0.47,0.14,0.52,0.33,-0.73,1.43,0.8,1.49,-0.73,2.01,-0.61,-1.3,1,60.457534722394
47,66,4,1,3,-0.64,-1.24,0.63,0.3,0.23,0.35,0.68,-0.92,-0.89,-0.91,0.74,0.94,0.53,-1.05,0.65,1,50.6450180903923
45,73,5,4,1,-0.86,-2.49,0.71,-0.83,0.09,0.32,-1.49,0.55,-0.39,0.19,0.06,-0.79,0.8,1.43,1.81,1,45.8391127987895
26,70,4,5,1,0.74,-0.15,-1.05,-0.1,0.8,-2.34,-1.98,-0.56,-1.81,2.02,1.12,0.06,0.42,1.4,0.2,1,45.1989685513241
40,87,4,4,3,-1.31,0.01,-1.78,0.05,1.19,-1.74,-0.02,0.66,-1.4,1.03,0.61,1.36,-0.37,0.42,-1.37,1,67.1183372633508
45,77,3,4,3,-0.27,-1.45,1.5,0.22,-1.26,0.07,1.33,-0.61,1.53,-0.86,-0.16,-1.8,2.65,0.91,0.43,1,48.0750761402759
62,71,2,2,2,-0.39,1.16,2.83,-0.49,1.92,0.12,-1.12,0.54,0.18,0.11,0.31,-0.36,0.36,-1.51,-1.07,1,53.1352781477514
30,58,3,5,1,0.89,-0.75,-0.66,0.73,0.25,1.05,0.44,0.17,0.01,-1.34,-1.99,0.19,0.76,-1.84,-0.76,1,27.4285881932356
56,58,3,2,1,-0.88,-0.78,-0.34,-0.43,0.06,-0.25,-0.39,-0.74,0.45,-0.81,0.82,0.63,0.01,0.3,-0.48,1,52.207665768989
35,89,1,2,3,-0.24,0.5,0.09,0.16,0.46,-1.25,-1.05,-1.54,-1.86,-0.83,-1.55,1.51,1.01,-0.35,0.3,1,52.5922890259818
52,95,4,3,1,1.66,1.08,0.92,-0.28,0.61,0.32,-1.39,1.24,0.93,0.74,-0.49,1.25,-0.83,0.63,-1.16,1,64.6986663999756
59,63,4,5,2,1.3,-0.1,0.16,2.23,1.63,0.81,0.36,0.04,-0.61,-1.35,0.28,-0.65,-0.19,-1.98,-0.97,1,51.8542024959476
28,93,2,4,1,0.33,0.95,1.95,-1.29,0.57,-0.44,0.79,-2.63,-0.09,0.42,1.01,0.24,2.36,-1.89,0.5,1,61.5149348824077
54,95,2,4,3,-1.02,0.97,0.67,-0.03,0.35,-0.5,0.21,0.37,0.61,-0.17,2.07,-1.78,-0.73,-0.39,-0.24,1,65.7561921580713
42,95,3,5,1,0.29,0.26,-0.34,1.19,-1.53,-0.76,-2.99,0.37,0.42,0.69,-0.04,0.65,-0.32,-1.63,-1.65,1,64.3119873603746
30,66,3,1,2,0.31,1.22,1.35,0.4,0.36,0.16,1.31,-0.68,-1.02,-0.97,-0.93,-0.84,-1.37,1.64,0.2,1,48.9097712333982
34,88,3,2,3,0.44,0.64,0.92,-0.57,-0.07,-1.24,0.66,1.34,-0.31,0.13,-0.58,-0.46,-0.19,0.68,-0.72,1,54.3410639926013
26,84,3,5,1,0.01,0.59,-0.35,-0.25,-0.31,-0.93,0.27,1.4,-1.21,-0.21,0.85,0.05,-0.63,-1.16,0.07,1,54.0241145127453
49,92,4,2,1,-0.18,1.75,2.06,-1.41,-0.86,-1.6,-1.43,0.43,-1.1,-0.67,-0.18,1.42,0.3,-0.59,1.6,1,73.8996405446084
36,86,4,5,1,-0.14,-0.52,0.99,0.58,0.25,-2.1,-0.87,-2.02,0.62,1.12,0.08,-0.73,-2.03,2.67,-0.15,1,59.8642449269216
31,92,4,4,1,-0.89,-0.52,-0.42,0,-0.85,1.03,1.99,-0.56,1.71,-0.63,0.49,-0.37,-0.25,-0.31,-1.48,1,56.6402444984001
69,75,3,3,3,1.09,0.66,0.7,-0.52,-0.21,1.23,0.3,0,0.19,0.53,-0.48,0.14,0.71,0.6,-0.12,1,68.6647929624498
47,92,4,1,2,-0.11,-0.06,0.58,-0.45,0.14,0.24,-0.39,-1.26,-1.06,-1.21,-1.18,-0.42,1.84,-0.85,-0.5,1,60.6676101312995
74,84,3,2,1,1.3,0.32,1.78,2.15,-0.29,0.54,-0.84,-0.73,0.17,0.44,0.4,-1.49,-0.85,0.68,-1.35,1,62.3707046958963
54,85,5,4,2,0.05,-0.43,0.37,1.79,1.74,-0.44,-0.43,1.18,0.59,-1.28,-0.72,-0.23,1.11,0.95,0.28,1,47.6969979579706
74,85,4,2,1,-0.55,0.72,-0.45,1.2,1.15,-1.91,-0.01,0.72,-0.27,-0.24,-1.16,-0.39,-0.64,-0.28,1.1,1,65.6648924093208
41,54,3,1,3,-0.37,-0.42,-0.82,-0.3,-0.5,-1.7,-0.12,0.5,1.03,0.26,-0.25,0.29,-1.07,-0.31,0.49,0,35.2942681382842
69,81,4,2,2,-0.15,0.78,0.54,-0.88,0.89,1.43,-0.53,-0.39,-0.77,0.46,2.19,-0.47,-0.02,0.05,0.27,0,59.1171023949749
47,91,4,4,1,0.42,-0.58,0.37,1.41,-0.38,0.2,-0.02,0.56,1.99,1.2,-0.17,-0.41,0.48,-0.47,1.66,1,64.4729916216732
43,73,4,3,3,-0.27,-0.09,0.85,0.36,-1.23,-0.54,-0.14,-0.23,0.27,-0.53,-0.96,0.99,0.07,0.49,-0.34,1,45.3026623041997
26,95,4,1,2,0.84,-2.12,0.62,-0.21,-0.2,-0.25,0.03,-0.94,1.45,-0.59,-0.76,1.78,-1.04,-1.11,-0.58,1,54.5940720583807
64,92,2,5,3,0.53,1.42,0.35,-2.36,1.29,-1.93,-0.02,1.22,-0.4,0.14,-0.83,0.86,1.94,0.1,-2.42,1,66.812948478709
37,83,4,3,1,-0.6,0.55,-0.56,-0.23,-0.08,-0.22,-0.06,-0.39,0.33,0.48,-0.49,-0.39,-2.53,-0.01,0.6,1,50.86162175799
60,94,5,4,3,1.41,0.71,2,0.04,0.11,1.66,-0.49,-1.42,0.67,-0.01,-0.19,-2.22,0.5,-0.81,0.59,1,70.2261063761429
44,84,4,3,3,0.03,-0.73,0.62,0.8,-0.22,0.15,-0.26,-0.81,0.48,0.44,0.38,-0.19,-0.09,0.45,-1.54,1,57.4715609026071
67,87,3,5,2,-1.12,-0.08,0.6,-0.22,0.53,-2.37,-1.32,1.5,1.03,-1.66,-0.23,-0.23,-1.4,0.98,1.57,1,60.7945741665884
55,74,3,1,1,-0.11,-0.55,0.37,-1.04,1.07,-0.71,-0.25,1.61,1.5,-0.87,0.7,0.51,0.48,-0.24,0.17,1,52.942428488072
37,90,3,3,3,-0.94,-0.42,-0.98,1.28,0.38,-0.43,0.52,0.9,-1.55,0.54,3.35,-0.92,-0.77,0.78,0.39,0,50.3281241129149
46,85,3,5,2,2.32,-1.9,-0.79,1.04,-0.46,-0.33,-1.19,-0.45,0.05,0.49,-0.35,-0.5,0.73,-0.36,1.26,1,53.686905768068
56,85,4,1,1,0.34,0.97,0.27,-0.35,-0.03,-0.83,-1.11,-1.75,0.62,-0.26,0.82,0.52,0.34,0.23,0.02,1,68.2172365421055
30,74,3,2,3,-0.28,0.88,0.77,1.56,-0.32,-2.06,-0.49,0.42,0.06,0.09,0.67,0.75,-0.13,-0.27,0.9,1,50.973049577137
31,84,2,3,1,0.74,1.06,-0.33,0.88,0.47,0.4,-0.71,1.52,0.53,-0.72,-0.67,-0.45,-0.8,0.8,-1.93,1,47.5105791324599
69,99,3,2,1,1.34,0.97,0.87,-0.97,-0.02,-0.82,-1.22,-0.32,-0.19,-0.14,-1.2,0.29,-0.01,-1.53,-0.2,1,70.4008478373193
43,90,4,3,2,0.45,1.48,-0.63,0.19,-0.01,0.76,-0.17,-0.55,0.49,-1.16,-0.91,-0.8,0.21,-1.57,0.34,1,61.5297416760593
74,76,5,4,2,-1.46,-0.79,-0.44,0.18,-1.09,0.62,0.12,2.7,-1.04,-1.4,0.06,1.31,0.82,-2.27,1.64,1,52.162495288623
46,94,3,3,3,-1.61,0.48,-0.85,-0.13,0.41,-0.93,0.17,-0.33,0.55,-0.09,0.91,-0.76,0.5,-1.3,-1.14,1,58.1499022580124
48,86,3,2,1,1.56,1.6,0.74,-0.53,1.02,0.14,-1.42,-0.41,0.57,-0.28,-0.85,0.87,-0.14,0.08,1.77,1,65.0743657594855
68,81,4,1,3,-0.61,0.09,-1.01,0.44,-0.67,0.41,-0.29,-0.57,0.43,-0.19,-0.7,-1.68,-0.54,0,-0.05,1,57.0333684956218
42,97,4,4,1,0.15,0.89,-1.06,0.69,0.21,-0.61,-3.34,-0.16,-1.3,-1.21,-1.99,-0.09,1.2,0.85,-0.25,1,52.9773383028944
42,93,3,5,2,-0.71,0.46,-0.19,0.1,-0.51,0.32,-0.54,0.52,-2.09,-1.4,0.7,0.25,-1.91,0.89,-1,1,56.5718358054441
74,69,3,5,2,0.08,0.11,0.72,0.51,2.15,0.67,0.03,-1.91,-1.71,-1.09,0.02,-0.86,-1.85,-0.12,-0.28,0,53.9036758354474
47,97,3,1,2,-0.5,0.33,-0.07,0.26,0.45,0.67,0.86,0.28,0.05,0.16,0.27,0.91,0.44,-0.2,-1.13,1,55.1083264176405
46,82,3,1,2,0.32,-0.84,0.51,-0.64,0.54,-0.54,-0.58,0.84,0.62,-0.29,0.24,1.31,-0.62,0.12,-1.94,1,50.9255425756383
36,78,5,4,2,-0.13,1.39,1.74,-0.85,-0.61,-0.14,-0.92,-0.77,0.62,-0.21,-1.2,0.86,-0.24,0.58,-0.07,1,46.8549126561677
36,93,4,2,1,-0.39,0.42,-0.25,-1.28,1.15,-2.81,-0.78,0.22,0.74,-0.45,-1.71,-1.01,-0.58,-1.1,-1.76,1,65.4298520143133
49,90,3,3,2,0.3,0.36,0.74,0.87,-0.25,-0.57,0.01,-1.07,-2.05,-0.38,0.2,0.66,-0.46,-1.51,0.29,0,65.2908120902196
59,79,4,5,1,1.47,-0.91,-2.22,1.82,0.17,0.01,-1.89,-0.35,-0.37,-0.59,-0.29,1.3,-1.32,0.44,0.91,1,57.8067458465433
31,88,2,1,1,1.18,-0.55,-0.07,-0.06,0.51,1.29,0.73,-1.73,0.29,2.17,-0.66,-0.38,-0.9,0.38,0.22,1,54.5001773999416
42,89,4,4,1,-1.64,-0.5,1.48,-0.11,-1.55,1.31,0.27,1.18,1.05,0.33,-0.75,1.48,-0.87,-1,-0.97,1,51.244985045805
41,91,3,3,2,2.2,0,-0.68,-1.53,-2.23,-1.17,0.33,1.17,0.19,0.7,0.73,-0.97,0.4,-0.57,-1.49,1,51.1452365450815
63,77,5,5,3,1.64,1.12,-1.71,0.92,1.2,1.15,-0.4,0.8,-1.13,0.01,-0.9,-0.61,0.94,-0.43,-1.38,1,55.3590882755343
37,92,2,5,2,1.04,0.85,-1.54,-1.72,-1.16,-0.09,-0.3,-0.64,-0.07,-0.73,1.08,0.13,0.75,1.08,0.88,1,50.6772178855593
55,92,3,4,3,-0.12,-0.93,1.03,1.34,-0.32,-0.1,1.53,0.13,-0.23,-2.06,-0.35,0.83,0.78,1.79,-0.43,1,59.2900159478665
41,64,4,4,1,-0.45,-1.61,0.39,-2.14,2.08,0.82,1.25,-0.5,-1.16,-2.21,0.12,2.33,-0.38,1.31,-0.56,1,47.6948194401674
29,94,3,1,1,-1.4,0.69,-0.68,1.68,0.55,-0.48,0.32,-0.99,-0.87,0.1,-0.25,-0.64,0.23,1.74,0.28,1,42.1795135124312
36,88,3,1,2,1.09,1.39,-0.11,0.45,-1.99,-1.09,0.29,1.62,0.1,0.17,0.64,0.89,1.12,-0.49,-0.74,1,51.1523834283256
52,79,4,4,1,-1.26,0.4,0.24,0.65,-1,0.44,-1.03,-0.31,-0.31,0.4,0.55,-0.64,-0.42,-0.55,-0.62,1,64.7923278420221
38,71,3,5,1,0.48,-0.25,-0.8,0.69,-0.69,0.1,-0.53,-0.44,-0.59,-0.6,-1.27,-0.23,0.13,-1.7,-0.69,1,45.301179992591
61,75,3,4,1,-1,0.35,-0.46,-1.15,-1.2,-0.43,1.56,-0.11,-0.55,-1.07,-1.84,-0.5,-1.19,-0.38,-0.71,1,58.1490448851406
52,97,3,2,3,-1.29,0,-0.77,0.9,0.43,0.59,-1.01,1.32,-0.03,1.18,-1.73,2.25,-0.16,-0.53,0.28,1,57.7286973283945
43,99,3,1,2,-1.27,0.16,0.33,1.38,-0.7,-0.57,0.01,-0.96,-1.02,0.27,1.21,-0.3,-0.34,0.64,0.56,1,52.1375326411441
35,82,3,3,2,1.75,-1.58,-0.53,-0.8,-0.91,-0.31,0.82,-0.93,-0.75,-1.44,1.14,-1.25,-0.46,-0.54,-0.99,1,49.4846814851165
44,86,4,3,1,1.14,-0.09,1.82,0.47,0.79,0.47,0.01,1.75,-0.71,0.31,1.15,-0.1,-1,0.34,0.13,1,51.7383277819215
51,98,4,3,3,-0.44,-1.09,-0.4,2.76,-0.53,-1.48,0.22,2.26,-1.05,0.66,-0.13,-0.64,0.48,0.84,1.69,1,61.8846215413574
51,78,3,2,3,3.02,0.63,1.21,0.14,-1.35,-1.5,0.73,-0.76,-1.21,-0.88,0.2,-0.61,0.11,1.22,-0.27,0,52.1403556860602
27,90,3,1,1,-0.66,-1.5,-0.47,1.97,0.46,0.33,0.64,0.17,-1.01,-2.23,0,-1.94,-1.47,-1.32,1.78,1,53.0230236562543
57,91,3,1,2,-0.08,1.39,-1.22,0.79,1.03,1.5,0.3,0.09,-0.96,-1.15,0.45,-0.26,-0.36,0.43,-0.35,1,61.7941436734371
60,82,4,5,2,-0.6,-0.99,-0.11,0.48,1.47,-1.45,0.23,0.68,-0.58,0.49,0.32,0.77,1.01,-0.25,0.49,1,48.6092628359964
39,70,4,4,3,-0.47,0.04,-1.9,1.15,-1.44,-0.1,0.24,-0.4,-0.16,1.46,-2.4,1.93,-2.43,-0.48,0.18,1,44.7767857460133
63,79,5,5,3,-0.71,-1.51,0.55,0.07,-0.32,-0.11,0.52,-0.68,-0.04,0.3,-0.88,0.29,-0.06,-1.23,-0.38,1,57.5030661828881
